249. Field Methodologies and Social Ethnography. *,"Designed to train graduate students in applied field methods. Emphasis is on gaining knowledge and experience with actual field methods, by conducting social ethnography in the community. Field research in community placements required. Enrollment is restricted to graduate students. Enrollment limited to 10. C. Haney "
250. Prejudice and Social Relations. *,Examines the ways in which the various branches of psychology have approached the issue of prejudice. Attention paid to the assumptions underlying each approach and their relation to core psychological ideas such as the self and emotion. Enrollment is restricted to graduate students. The Staff 
251. Feminist Theory and Social Psychology. *,Course bridges feminist theory and social psychological research to explore connections between theory covered and empirical studies on various topics in social psychology. Seminar format allows students opportunity for extensive discussion. (Also offered as Feminist Studies 251. Students cannot receive credit for both courses.) Enrollment is restricted to graduate students. The Staff 
252. Special Topics in Cognitive Psychology. W,"Focuses on particular issues in cognitive psychology. Topics vary from year to year. Particular issues in language, memory, perception, cognitive modeling, cognitive neuroscience, and more are covered. Enrollment is restricted to graduate students. May be repeated for credit. (W) J. Samaha "
253. Theory and Research in Intergroup Relations. *,"Examines, compares, and contrasts a variety of theories in intergroup relations while examining relevant empirical research. The relevance of both theory and research findings to contemporary social issues is explored. Enrollment is restricted to psychology graduate students; undergraduates considering graduate work in social psychology are encouraged to enroll with permission of instructor. Enrollment limited to 12. The Staff "
254. Psychology of Gender. *,"Course reviews recent theory, research, and applications in the psychology of gender. Developmental, social-psychological, cultural, and feminist approaches are emphasized. Enrollment is restricted to graduate students. C. Leaper "
255. Qualitative Inquiry in Psychology. S,"A broad survey of qualitative inquiry in psychology. Presents epistemologies; reviews ethnography, interpretative-phenomenological analysis, grounded theory, interviewing and narrative analysis, discourse analysis, focus groups, thematic analysis, content analysis, intuitive inquiry; discusses disciplinary guidelines for reporting and reviewing qualitative research. Enrollment is restricted to graduate students. Enrollment limited to 10. P. Hammack "
256. Psychology of Social Class and Economic Justice. *,"Course examines the social psychological antecedents, correlates, and consequences of economic inequality in contemporary U.S. society. The impact of social class on attitudes, beliefs, and behaviors is assessed. Strategies for reducing classist discrimination, improving interclass relations, and strengthening social policy are discussed. Enrollment is restricted to graduate students. Enrollment limited to 10. H. Bullock "
261. Participatory Action Research. *,Participatory Action Research (PAR) is a theoretical standpoint and collaborative methodology that is designed to ensure that those affected by the research project have a voice in that project. Topics include philosophies of science; defining and evaluating PAR; ethics; and reflexivity. Enrollment is restricted to graduate students. Enrollment limited to 10. R. Langhout 
"264. Transnational Feminism, Development, and Psychology. *","A transnational feminist lens examines international development as linked to broader ideologies that transform gender relations and enhance women's empowerment. A social-psychology framework brings theoretical and practical import to the issues and examines how research can contribute to social justice and women's human rights. Enrollment is restricted to graduate psychology students, or by permission of instructor. S. Grabe "
290. Proseminar.,Various topics to be offered throughout the year. The Staff 
"290B. Advanced Developmental Research and Writing (2 credits). F,W,S","Tailored to graduate students' interests among topics involving research and scholarship in sociocultural approaches to development, methods for research design, data collection, coding, and analysis, and preparing and reviewing grant proposals and journal manuscripts. Multiple-term course; students receive 6 credits in the third quarter of attendance; the performance evaluation and grade submitted for the final quarter applies to all three quarters. Enrollment is restricted to graduate students. May be repeated for credit. B. Rogoff "
290C. Professional Development. *,"Designed to aid advanced psychology graduate students with development of competence in professional activities (e.g., preparing a vita, making job and conference presentations, submitting and reviewing manuscripts and grant proposals, professional communication, career decisions). Enrollment is restricted to advanced psychology graduate students. May be repeated for credit. S. Wang "
290E. Grant Writing for Psychologists. *,"Discusses how to write and put together a grant proposal for psychological research, culminating in a completed proposal. Enrollment is restricted to psychology graduate students. Enrollment limited to 10. J. Fox Tree "
"293. Field Study. F,W,S",Student-designed and student-conducted research carried out in field settings. The Staff 
"297. Independent Study. F,W,S",Independent study and research under faculty supervision. The Staff 
"299. Thesis Research. F,W,S",The Staff* Not offered in 2018-19[Return to top]Revised: 07/15/18
