236. Understanding Cryptography. *,"Cryptography has become ubiquitous, from light bulbs to atomic weapons. This course provides both a comprehensive introduction to applied cryptography and an additional focus on the human issues caused by bad implementations, bad processes, and broken algorithms. Knowledge of C Programming, Linux, and Virtual machines is required. (Also offered as Computer Science 236. Students cannot receive credit for both courses.) Prerequisite(s): course 201. Enrollment is restricted to graduate students. D. Long "
240. Introduction to Linear Dynamical Systems. S,"Introduction to applied linear algebra and linear dynamical systems with applications to circuits, signal processing, communications, and control systems. Topics include the following: Least-squares approximations of over-determined equations and least-norm solutions of underdetermined equations. Symmetric matrices, matrix norm and singular value decomposition. Eigenvalues, left and right eigenvectors, and dynamical interpretation. Matrix exponential, stability, and asymptotic behavior. Multi-input multi-output systems, impulse and step matrices; convolution and transfer matrix descriptions. Control, reachability, state transfer, and least-norm inputs. Observability and least-squares state estimation. Enrollment is restricted to graduate students; undergraduates may enroll if they have completed Electrical Engineering 103 and Applied Math and Statistics 147. M. Teodorescu, The Staff"
241. Introduction to Feedback Control Systems. F,"Graduate-level introduction to control of continuous linear systems using classical feedback techniques. Design of feedback controllers for command-following error, disturbance rejection, stability, and dynamic response specifications. Root locus and frequency response design techniques. Extensive use of Matlab for computer-aided controller design. Course has concurrent lectures with Electrical Engineering 154. (Also offered as Electrical Engineering 241. Students cannot receive credit for both courses.) Enrollment is restricted to graduate students. The Staff, D. Milutinovic, R. Sanfelice"
242. Applied Feedback Control. W,"Sequel to Electrical Engineering 154. After reviewing control design techniques examined in EE 154, this course explores state space control, discrete time control, and two case studies in control design. Students design and implement feedback controllers on an inverted pendulum experiment. Prerequisite(s): Electrical Engineering 154 or course 241. Enrollment is restricted to juniors, seniors, and graduate students. R. Sanfelice, D. Milutinovic, G. Elkaim"
243. System Identification. *,"Course provides introduction to the construction of linear dynamical models from experimental data using parametric and non-parametric identification techniques. Theoretical and practical aspects of these techniques addressed. Prerequisite(s): course 240, or by permission of instructor. The Staff "
244. Digital Control. W,"Teaches the design and analysis of digital control systems. The topics covered are discrete-time system modeling; z-transform; stability, controllability, and observability of discrete-time systems; various design approaches to control design in which sensor, computer hardware, actuation, communication, and user interface are part of the design. Note: knowledge of linear algebra, calculus, basic differential equations, Laplace transform, signals and systems, linear-system control theory, MATLAB, and the use of word-processing software are assumed. Prerequisite(s): course 141 or 241. Enrollment is restricted to graduate students, or by permission of the instructor. D. Milutinovic, P. Mantey"
245. Estimation and Introduction to Control of Stochastic Processes. *,Provides practical knowledge of Kalman filtering and introduces control theory for stochastic processes. Selected topics include: state-space modeling; discrete- and continuous-time Kalman filter; smoothing; and applications in feedback control. Students learn through hands-on experience. Students cannot receive credit for this course and course 145. Prerequisite(s): course 240 or 241. Knowledge of Matlab is expected. Enrollment is restricted to graduate students. Enrollment limited to 10. D. Milutinovic 
246. Hybrid Dynamical Systems. *,"Examines the modeling and analysis of hybrid dynamical systems, including the modeling of hybrid systems, the concept of solutions, Zeno behavior, equilibrium sets, stability, convergence, Lyapunov-based conditions, robustness, and simulation. Students are guided on methods for simulation and encouraged to apply them to several applications. Prerequisite(s): course 241. Enrollment is restricted to graduate students. R. Sanfelice "
247. Advanced Feedback Control Design. *,"Advanced methods for the design of control algorithms for systems with nonlinearities, input constraints, network actuators/sensors, and intermittent availability of information. Modeling of nonlinear systems, Lyapunov stability, feedback redesign, nonlinear damping, control-Lyapunov functions, gain scheduling, passivity, network control, self- and event-triggered control, hybrid feedback control. Students validate analytical results using tools for numerical simulation of control systems. Prerequisite(s): courses 241 and 242. Enrollment is restricted to graduate students. R. Sanfelice "
248. Games in Design and Control. *,"Graduate-level introduction to game theory and its applications to system design, verification, analysis, and optimal control. Enrollment is restricted to graduate students. Computer Science 101, 201, or equivalent recommended. The Staff "
249. Introduction to Cyber-physical Systems. F,"Presents the basic concepts and tools for the study of cyber-physical systems, including modeling and analysis tools for continuous-time and discrete-time systems, finite state machines, stateflow, timed and hybrid automata, concurrency, invariants, linear temporal logic, verification, and numerical simulation. Students are guided on methods for simulation and encouraged to apply them to several applications. The course is self-contained. Students are expected to have a basic background in logic circuits, programming, the mathematical modeling of dynamical systems (course 8 is recommended), differential equations, linear algebra, and basic calculus. Knowledge of MATLAB/Simulink is useful. Students cannot receive credit for this course and course 149. Prerequisite(s): courses 100/L or equivalent, and courses 13/L or equivalent. R. Sanfelice "
250. Multimedia Systems. *,"Study of state-of-the-art technology for networked multimedia systems. Topics include audio, image, and video acquisition and compression standards (JPEG, MPEG, and ITU families); networking for multimedia; and digital television. Proficiency in C or C++ required. Prerequisite(s): Enrollment is restricted to graduate students. R. Manduchi "
251. Error-Control Coding. *,"Overview of coding to protect messages against error during transmission or storage. Topics include channel models, linear algebra over finite fields, linear block codes and bounds, cyclic codes (BCH and RS), decoding algorithms, spectral analysis, codes on graphs, and low-complexity algorithms. Enrollment is restricted to graduate students or consent of instructor. The Staff "
252A. Computer Networks. F,"Issues resulting from organizing communication among autonomous computers. Includes network models and switching techniques; medium access control protocols and local area networks; error control and retransmission strategies; routing algorithms and protocols; congestion control mechanisms and end-to-end protocols; application-level protocols; and application of concepts to wireless and wireline networks, with emphasis on the Internet. Enrollment is restricted to graduate students. J. Garcia-Luna-Aceves, C. Qian, K. Obraczka"
252B. Principles of Computer Communication. W,"Theory and practice of computer communication networks. Emphasis is on verification and performance analysis of network control processes. Topics include protocols for channel access, point-to-point and multipoint reliable transmission, routing, congestion control, network management, multicasting, and ATM networks. (Formerly Modeling of Communications Protocols.) Prerequisite(s): courses 107 and 252A. J. Garcia-Luna-Aceves "
253. Network Security. W,"Fundamental mechanisms for network security and their application in widely deployed protocols. In-depth treatment of security mechanism at the data-link, network, and transport layers for both wired and wireless networks. Covers mechanisms for privacy and integrity, and methods for intrusion detection. Prerequisite(s): course 252A and Computer Science 201. Enrollment restricted to graduate students. C. Qian, A. Varma"
254. High Speed Computer Networks. *,Fiber-optic technology; fiber-optic link design; network protocol concepts; coding and error control; high-speed local area and metropolitan area networks; gigabit networks; error and congestion control; photonic networks; research topics. Prerequisite(s): course 252B. A. Varma 
256. Design Project in Computer Networks. *,Students develop a working implementation of a network protocol with the goal of obtaining hands-on experience in implementing real-world network protocols. Prerequisite(s): course 252A. Enrollment is restricted to graduate students. The Staff 
257. Wireless and Mobile Networks. W,"An interdisciplinary course on wireless communication and mobile computing. Covers the physical aspects of wireless communication but emphasizes higher protocol layers. Topics include cellular networks, packet radio and ad hoc networks, wireless transport protocols, security, and application-level issues. Prerequisite(s): course 252A or permission of instructor. Enrollment limited to 20. J. Garcia-Luna-Aceves, C. Qian, K. Obraczka"
258. Unix Networking Internals. *,"In-depth treatment of the implementation of network protocols in typical open-source Unix systems. Topics include implementation of send and receive functions, buffer management, interrupt handling, locking, scheduling and timer management. Major implementation project required. Prerequisite(s): course 252A. Computer Science 111 recommended. Enrollment is restricted to graduate students. D. Long, The Staff"
259. Sensor Networks. S,"Focuses on the networking aspects of sensor networks: protocols at the various layers and how they answer the specific requirements posed by these networks (e.g., data driven, energy efficient, etc.) and their applications (monitoring, tracking, etc.). Explores how physical layer and hardware issues may influence protocol design. Course 257 is recommended as a prerequisite. Prerequisite(s): course 252A. K. Obraczka "
263. Data Compression. *,"Introduction to information theory and data compression. Lossless coding (Huffman, arithmetic, dictionary codes). Lossy coding (scalar and vector quantization, differential coding, transform coding). Applications to the compression of real data sets (DNA sequences, biological time series, multimedia streams). Concurrent lectures with course 108. Students cannot receive credit for both this course and course 108. Students must have basic knowledge of probability theory. Enrollment is restricted to graduate students. The Staff "
264. Computer Vision. F,"Introduces general concepts in computer vision, with an emphasis on geometric 3D reconstruction. Topics include radiometry, photometry, projective geometry, geometric camera model, epipolar geometry, stereo depth reconstruction, corner and edge features, point descriptors and matching, and optical flow. (Formerly Image Analysis and Computer Vision.) Enrollment is restricted to graduate students. Undergraduate students who are interested in enrolling should meet with the instructor first. R. Manduchi "
277. Graph Algorithms. *,"Explores graph theory and algorithms for solving problems in engineering. A review of basic graph concepts and algorithms is followed by topics in network flow, partitioning, spectral analysis of graphs, graph isomorphism, and intractability. Prerequisite(s): Computer Science 101 and 102; or course 177; or Computer Science 201; or equivalent. Enrollment is restricted to graduate students. Enrollment limited to 20. M. Schlag "
"280C. Seminar on Control (2 credits). F,W,S","Weekly seminar series covering topics of current research in theory and application of control to engineering systems. Current research work and literature in these areas discussed. Enrollment is restricted to graduate students; undergraduates may enroll with permission of instructor. May be repeated for credit. R. Sanfelice, M. Teodorescu, D. Milutinovic"
"280G. VLSI/CAD Seminar (2 credits). W,S","Weekly seminar on advanced topics in VLSI and computer-aided design (CAD). Students present and discuss modern issues in semiconductor design, fabrication, and CAD. Frequent guest speakers present pertinent results from industry and academia. Enrollment limited to 20. May be repeated for credit. M. Guthaus "
"280N. Seminar on Networks (2 credits). F,W","Weekly seminar series covering topics of current research in networks and networked systems. Current research work and literature in these areas are discussed. Prerequisite(s): permission of instructor. Enrollment is restricted to graduate students. May be repeated for credit. J. Garcia-Luna-Aceves, C. Qian, K. Obraczka"
280P. Seminar on Parallel Processing (2 credits). *,"Weekly seminar series covering topics of current research in parallel systems, architectures, and algorithms. Current research work and literature in these areas are discussed. Enrollment is restricted to graduate students. Enrollment limited to 20. May be repeated for credit. J. Renau Ardevol "
"280S. Seminar on Computer Systems (2 credits). F,W,S","Weekly seminar series covering topics of current research in computer systems. Presents and discusses current research and literature in these areas. Prerequisite(s): Proven engagement in computer systems�research. Enrollment is by permission of the instructor. Enrollment is restricted to graduate students. May be repeated for credit. D. Long, E. Miller"
280T. Seminar on New Technologies (2 credits). *,"Weekly seminar series in which distinguished speakers from industry, universities, and government discuss current developments in networking and computer technology. The emphasis is on open research questions that may lead to collaborative work with faculty and graduate students. The Staff "
"280V. Seminar on Computer Vision (2 credits). F,W,S",Weekly graduate-level seminar series discussing advanced topics in computer vision and image analysis. Current research and literature presented during each meeting. Enrollment is by permission of the instructor. Enrollment is restricted to graduate students. Enrollment limited to 20. May be repeated for credit. R. Manduchi 
285. Technical Writing for Engineering Graduates. S,"Writing skills development for graduate engineers. Students produce a major writing project with many subtasks. Exercises includes fellowship application; mathematical and algorithmic description; use of tables and graphs; experiment description; and producing technical web sites, presentations, and posters. Enrollment is restricted to graduate biomolecular engineering, computer engineering, computer science, and electrical engineering majors. (Open to all School of Engineering graduate students.) Enrollment limited to 20. T. Larrabee "
290L. Advanced Topics in VLSI Computer-Aided Design. *,"A graduate course on a research topic in VLSI computer-aided design. Topic varies according to instructor. Possible topics include, but are not limited to specification languages and formal verification, logic minimization, testing and verification, electrical simulation, layout synthesis, and behavioral synthesis. Course 100, 125, 126, 222, or 225 recommended. The Staff "
290M. Topics in Parallel Computation. *,"Investigates selected topics in applied parallel computation. Topics may include numerical methods, artificial intelligence and machine learning algorithms, graphics and image processing, systolic algorithms, and the interplay between hardware and algorithms. Students are encouraged to investigate and discuss the parallelization of their own research. Enrollment is restricted to graduate students. The Staff "
290N. Topics in Computer Performance. *,"Selected topics of current interest in the area of computer system performance. Subjects may include aspects of large systems, performability, computer networks, storage subsystems, and nontraditional approaches and are subject to periodic revision. Enrollment is restricted to graduate students. The Staff "
290V. Advanced Topics in Visual Computing. *,"Advanced course in image analysis and computer vision. Topics include motion analysis, multiple view geometry, 3D reconstruction, image-based rendering, vision-based graphics, face detection and recognition, tracking, image and video retrieval, and human-computer interface. Enrollment is restricted to seniors and graduate students. Enrollment limited to 20. The Staff "
293. Advanced Topics in Computer Engineering.,"A graduate seminar on a research topic in computer engineering which varies according to instructor. Possible topics include, but are not limited to, communication networks, data compression, special-purpose architectures, computer arithmetic, software reliability and reusability, systolic arrays. The Staff, M. Guthaus, E. Miller"
"296. Masters Project (2 credits). F,W,S",Independent completion of a masters project under faculty supervision. Students submit petition to sponsoring agency. Enrollment is restricted to graduate students. May be repeated for credit. The Staff 
"297. Independent Study or Research. F,W,S",Independent study or research under faculty supervision. Students submit petition to sponsoring agency. The Staff 
"299. Thesis Research. F,W,S",Thesis research conducted under faculty supervision. Students submit petition to sponsoring agency. The Staff 
"299F. Thesis Research (2 credits). F,W,S",Independent study or research under faculty supervision. Enrollment is restricted to graduate students. Recommended for part-time students. Students submit petition to sponsoring agency. May be repeated for credit. The Staff* Not offered in 2018-19[Return to top]Revised: 07/15/18
