13H. Introduction to Programming and Data Structures (Honors). *,"Provides an accelerated introduction to programming and data structures. Includes a review of basic programming, including loop and conditional control structures, procedures and parameter passing, and arrays. Course goes on to cover the same material as course 12B. Students cannot receive credit for this course and course 12A or 12B. Prerequisite(s): Students must have completed a high school or college-level programming course in Java, C, or C++. An entrance examination is given to ascertain programming level; enrollment is contingent on passing this examination. Concurrent enrollment in course 13L is required. D. Long "
13L. Introduction to Programming and Data Structures Laboratory (2 credits). *,"Provides an accelerated introduction to the practical aspects of programming and data structures. Covers three areas: 1) common programming tools, including Unix commands, compilers and linkers, editors, debuggers, and Makefiles; 2) basic programming techniques, including design, testing, and debugging; and 3) C programming, focusing on the major differences between C and Java. Previous or concurrent enrollment in course 13H is required. Prerequisite(s): Students must have completed a high school or college-level programming course in Java, C, or C++. An entrance examination is given to ascertain programming level; enrollment is contingent on passing this examination. Concurrent enrollment in course 13H is required. D. Long "
17. Social Networks. *,"Introduction to social networks and game theory. Topics include the structure of social networks; the world wide web; the flow of information and behavior through networks; and the principles behind modern web search and search-ad placement. Prerequisite(s): Mathematics 3 or 11A; or Applied Mathematics and Statistics 2 or 3 or 6 or 11A or 15A; or Economics 11A; or score on math placement exam of 31 or higher. (General Education Code(s): SR.) P. Kolaitis, L. Getoor, D. Achlioptas"
60M. Scientific Computation with Matlab and Maple. *,"Basic concepts from calculus visualized using Matlab and Maple; plotting data and functions, integration, differentiation, limits; solving systems of equation; linear regression; and example applications from science and engineering. Prerequisite(s): Mathematics 19B, or 20B, or by consent of instructor. M. Warmuth "
80B. Systems and Simulation. *,"An introduction to systems analysis as an approach to understanding and solving complex problems. The use of simulation as an aid in this problem solving. Examples are taken from ecology, economics, physics, computer science, and other fields. Intended as a generally accessible undergraduate course in which students can develop and explore computer simulation models matched to their individual interests. The Staff "
80G. Introduction to Unix. *,"Introduction to computing, the Internet, and the World Wide Web through the language of the Unix operating system. Oriented to the beginner, the course presupposes no previous acquaintance with any particular sort of computer. It covers the basic concepts of text editing and formatting, writing Web pages in basic HTML, and promotes a rigorous understanding of Unix commands and shell scripts. Views communication with a computer as a matter of learning a few simple though powerful languages. The Staff "
80J. Technology Targeted at Social Issues. *,"Introduces the idea that engineering can be a means for addressing social issues. Case studies and guest speakers. Issues might include: economic development, privacy, activism, safe drinking water, inexpensive shelters, sustainable energy, education, and waste disposal. (General Education Code(s): PE-T.) J. Davis, S. Lodha"
80L. Social Data Analytics and Visualization. *,"Course examines: social data analytics--veracity, consistency, uncertainty, volume; statistical computation--misuse, bias, dispersion, correlation, regressions, differential scales, normal distributions, factor and cluster analysis, extrapolation, inference, simple programming; visual representations--communication, critique and design of infographics; applications--environment, energy, economics, education, empowerment. (General Education Code(s): SR.) S. Lodha "
80S. From Software Innovation to Social Entrepreneurship. *,"Emerging software innovations with emphasis on social software. Web 2.0 companies and services. Software that has social impact in a global context. Entrepreneurial plan including social, economic, and innovation value. Final group project on innovative software design and entrepreneurship plan. (General Education Code(s): PE-T.) S. Lodha "
80V. Creating Virtual Worlds on the Web. *,"Project-oriented course about creating and publishing interactive 3D content on the web. Focuses on the creation of static and dynamic objects, such as characters, terrain, accessories, and works of art. Also covers inclusion of animation and sound effects with these objects. The objects created can be used in a stand-alone setting (e.g., a 3D document) or incorporated into existing virtual worlds (e.g., as part of a level design in a computer game or assets in massively multiplayer online games). Uses 3D authoring tools (pending availability of resources) like VRML, Second Life, Alice, and/or Acrobat 3D. (Formerly VRML 3D Worlds on the Web.) (General Education Code(s): PR-C.) A. Pang "
"94. Group Tutorial. F,W,S",Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"94F. Group Tutorial (2 credits). F,W,S",Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"99. Tutorial. F,W,S",Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"99F. Tutorial (2 credits). F,W,S",Students submit petition to sponsoring agency. May be repeated for credit. The Staff
