191. Computer Science and Technology Seminar (2 credits). *,"Weekly talks by industry experts, university researchers, field practitioners, and video presentations provide an in-depth exposure to a specific or a broad area of computer science and technology. Topics include emerging ideas, opportunities, challenges, and future of the industry. May be repeated for credit. The Staff, M. Walker, J. Davis, S. Lodha"
192. Supervised Student Teaching/Tutoring. *,"Students hold tutoring hours, run a lab, or lead discussion section in conjunction with a regularly offered course and under close supervision by the course's instructor. Weekly meetings with a regular faculty member to discuss teaching techniques, pedagogy, sensitivity to students' needs, maintaining a comfortable learning environment, and strategies for handling difficult situations. Students submit a report on their teaching experience. Enrollment by permission of instructor and restricted to sophomores, juniors, and seniors. D. Helmbold "
192F. Supervised Student Teaching/Tutoring (2 credits). *,"Students hold tutoring hours, run a lab, or lead discussion section in conjunction with a regularly offered course and under close supervision by the course's instructor. Weekly meetings with a regular faculty member to discuss teaching techniques, pedagogy, sensitivity to students' needs, maintaining a comfortable learning environment, and strategies for handling difficult situations. Students submit a report on their teaching experience. Enrollment by permission of instructor and restricted to sophomores, juniors, and seniors. D. Helmbold "
"193. Field Study. F,W,S","Provides for individual programs of study with specific academic objectives carried out under the direction of a member of the Computer Science Department and using resources not normally available on campus. Credit is based on the presentation of evidence of achieving the objectives, usually a term paper or project. Cannot normally be repeated for credit. Students submit petition to sponsoring agency. The Staff "
"193F. Field Study (2 credits). F,W,S",Provides for individual programs of study with specific academic objectives carried out under the direction of a faculty member of the Computer Science Department and a willing sponsor at the field site. Uses resources not normally available on campus. Credit is based on the presentation of evidence of achieving the objectives by submitting a written and oral presentation. Cannot normally be repeated for credit. Intended for students majoring in computer science. Students submit petition to sponsoring agency. The Staff 
"194. Group Tutorial. F,W,S",A program of independent study arranged between a group of students and a faculty member. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"194F. Group Tutorial (2 credits). F,W,S",A program of independent study arranged between a group of students and a faculty member. Intended for students majoring in computer science. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"195. Senior Thesis Research. F,W,S",Students submit petition to sponsoring agency. Prerequisite(s): satisfaction of the Entry Level Writing and Composition requirements. The Staff 
"195F. Senior Thesis Research (2 credits). F,W,S",Intended for majors. Students submit petition to sponsoring agency. The Staff 
"198. Individual Study or Research. F,W,S",Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"198F. Individual Study or Research (2 credits). F,W,S",Intended for majors. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"199. Tutorial. F,W,S",For fourth-year students majoring in computer science. Students submit petition to sponsoring agency. May be repeated for credit. The Staff 
"199F. Tutorial (2 credits). F,W,S",For fourth-year students majoring in computer science. Students submit petition to sponsoring agency. May be repeated for credit. The Staff
